+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Mon Mar 20 14:17:43 2017

Trigger time : 51612560

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;51612633;1;;993;;996;;21;-1194935133;5169240;-57.00;5169400;0.00;-4;5204971;-45.00;6082882;0.00;
;51612634;1;;993;;996;;21;-1194935133;5169179;-61.00;5169400;0.00;-4;5204921;-50.00;6082882;0.00;
;51612635;1;;993;;996;;21;-1194935133;5169114;-65.00;5169400;0.00;-4;5204867;-54.00;6082882;0.00;
;51612636;1;;993;;996;;21;-1194935133;5169045;-69.00;5169400;0.00;-4;5204813;-54.00;6082882;0.00;
;51612637;1;;993;;995;;21;-1194935133;5168972;-73.00;5169200;-200.00;-4;5204762;-51.00;6082881;-1.00;
;51612638;1;;993;;995;;21;-1194935133;5168894;-78.00;5169200;0.00;-4;5204707;-55.00;6082881;0.00;
;51612639;1;;993;;995;;21;-1194935133;5168811;-83.00;5169200;0.00;-5;5204640;-67.00;6082881;0.00;
;51612640;1;;993;;996;;21;-1194935133;5168724;-87.00;5169200;0.00;-5;5204560;-80.00;6082881;0.00;
;51612641;1;;993;;996;;21;-1194935133;5168631;-93.00;5169000;-200.00;-4;5204474;-86.00;6082880;-1.00;
;51612642;1;;993;;996;;21;-1194935133;5168534;-97.00;5169000;0.00;-4;5204394;-80.00;6082880;0.00;
;51612643;1;;993;;996;;21;-1194935133;5168430;-104.00;5168800;-200.00;-5;5204306;-88.00;6082879;-1.00;
;51612644;1;;993;;995;;21;-1194935133;5168321;-109.00;5169000;200.00;-5;5204207;-99.00;6082880;1.00;
;51612645;1;;993;;996;;21;-1194935133;5168206;-115.00;5168600;-400.00;-5;5204101;-106.00;6082878;-2.00;
;51612646;1;;993;;995;;21;-1194935133;5168084;-122.00;5168600;0.00;-5;5203991;-110.00;6082878;0.00;
;51612647;1;;993;;996;;21;-1194935133;5167956;-128.00;5168400;-200.00;-4;5203876;-115.00;6082877;-1.00;
;51612648;1;;993;;996;;21;-1194935133;5167821;-135.00;5168400;0.00;-6;5203751;-125.00;6082877;0.00;
;51612649;1;;993;;996;;21;-1194935133;5167679;-142.00;5168200;-200.00;-4;5203614;-137.00;6082876;-1.00;
;51612650;1;;994;;996;;21;-1194935133;5167530;-149.00;5168000;-200.00;-5;5203481;-133.00;6082875;-1.00;
;51612651;1;;993;;996;;21;-1194935133;5167373;-157.00;5168000;0.00;-4;5203343;-138.00;6082875;0.00;
;51612652;1;;993;;996;;21;-1194935133;5167209;-164.00;5168000;0.00;-5;5203199;-144.00;6082875;0.00;
;51612653;1;;993;;996;;21;-1194935133;5167036;-173.00;5167600;-400.00;-5;5203042;-157.00;6082873;-2.00;
;51612654;1;;993;;996;;21;-1194935133;5166855;-181.00;5167400;-200.00;-5;5202881;-161.00;6082872;-1.00;
;51612655;1;;993;;996;;21;-1194935133;5166665;-190.00;5167400;0.00;-5;5202712;-169.00;6082872;0.00;
;51612656;1;;994;;996;;21;-1194935133;5166466;-199.00;5167200;-200.00;-6;5202523;-189.00;6082871;-1.00;
;51612657;1;;994;;996;;21;-1194935133;5166258;-208.00;5167000;-200.00;-5;5202325;-198.00;6082870;-1.00;
;51612658;1;;994;;996;;21;-1194935133;5166040;-218.00;5167000;0.00;-4;5202132;-193.00;6082870;0.00;
;51612659;1;;994;;997;;21;-1194935133;5165812;-228.00;5166600;-400.00;-6;5201937;-195.00;6082868;-2.00;
;51612660;1;;994;;997;;21;-1194935133;5165575;-237.00;5166400;-200.00;-6;5201721;-216.00;6082867;-1.00;
;51612661;1;;994;;997;;21;-1194935133;5165326;-249.00;5166200;-200.00;-5;5201490;-231.00;6082866;-1.00;
;51612662;1;;994;;997;;21;-1194935133;5165067;-259.00;5165800;-400.00;-6;5201244;-246.00;6082864;-2.00;
;51612663;1;;994;;997;;21;-1194935133;5164797;-270.00;5165600;-200.00;-5;5200983;-261.00;6082863;-1.00;
;51612664;1;;994;;997;;21;-1194935133;5164515;-282.00;5165400;-200.00;-5;5200726;-257.00;6082862;-1.00;
;51612665;1;;994;;997;;21;-1194935133;5164222;-293.00;5165200;-200.00;-5;5200465;-261.00;6082861;-1.00;
;51612666;1;;994;;997;;21;-1194935133;5163916;-306.00;5164800;-400.00;-4;5200198;-267.00;6082859;-2.00;
;51612667;1;;994;;997;;21;-1194935133;5163598;-318.00;5164600;-200.00;-5;5199928;-270.00;6082858;-1.00;
;51612668;1;;994;;997;;21;-1194935133;5163267;-331.00;5164200;-400.00;-6;5199639;-289.00;6082856;-2.00;
;51612669;1;;994;;998;;21;-1194935133;5162923;-344.00;5164000;-200.00;-6;5199325;-314.00;6082855;-1.00;
;51612670;1;;994;;997;;21;-1194935133;5162566;-357.00;5163600;-400.00;-6;5198997;-328.00;6082853;-2.00;
;51612671;1;;994;;997;;21;-1194935133;5162195;-371.00;5163400;-200.00;-6;5198663;-334.00;6082852;-1.00;
;51612672;1;;994;;997;;21;-1194935133;5161810;-385.00;5163000;-400.00;-5;5198324;-339.00;6082850;-2.00;
;51612673;1;;995;;998;;21;-1194935133;5161410;-400.00;5162600;-400.00;-6;5197973;-351.00;6082848;-2.00;
;51612674;1;;995;;997;;21;-1194935133;5160996;-414.00;5162200;-400.00;-6;5197605;-368.00;6082846;-2.00;
;51612675;1;;995;;998;;21;-1194935133;5160566;-430.00;5161800;-400.00;-7;5197218;-387.00;6082844;-2.00;
;51612676;1;;995;;997;;21;-1194935133;5160121;-445.00;5161400;-400.00;-6;5196809;-409.00;6082842;-2.00;
;51612677;1;;994;;997;;21;-1194935133;5159661;-460.00;5161000;-400.00;-6;5196390;-419.00;6082840;-2.00;
;51612678;1;;994;;997;;21;-1194935133;5159184;-477.00;5160600;-400.00;-6;5195960;-430.00;6082838;-2.00;
;51612679;1;;995;;997;;21;-1194935133;5158691;-493.00;5160200;-400.00;-6;5195520;-440.00;6082836;-2.00;
;51612680;1;;995;;997;;21;-1194935133;5158181;-510.00;5159800;-400.00;-6;5195065;-455.00;6082834;-2.00;
;51612681;1;;995;;997;;21;-1194935133;5157654;-527.00;5159400;-400.00;-7;5194594;-471.00;6082832;-2.00;
;51612682;1;;995;;997;;21;-1194935133;5157110;-544.00;5158800;-600.00;-7;5194102;-492.00;6082829;-3.00;
;51612683;1;;995;;997;;21;-1194935133;5156549;-561.00;5158400;-400.00;-7;5193587;-515.00;6082827;-2.00;
;51612684;1;;995;;997;;21;-1194935133;5155969;-580.00;5157800;-600.00;-7;5193047;-540.00;6082824;-3.00;
;51612685;1;;995;;997;;21;-1194935133;5155371;-598.00;5157200;-600.00;-7;5192486;-561.00;6082821;-3.00;
;51612686;1;;995;;997;;21;-1194935133;5154755;-616.00;5156600;-600.00;-6;5191909;-577.00;6082818;-3.00;
;51612687;1;;995;;996;;21;-1194935133;5154119;-636.00;5156000;-600.00;-7;5191321;-588.00;6082815;-3.00;
;51612688;1;;995;;996;;21;-1194935133;5153465;-654.00;5155400;-600.00;-6;5190713;-608.00;6082812;-3.00;
;51612689;1;;995;;996;;21;-1194935133;5152792;-673.00;5154800;-600.00;-6;5190090;-623.00;6082809;-3.00;
;51612690;1;;995;;996;;21;-1194935133;5152098;-694.00;5154200;-600.00;-6;5189452;-638.00;6082806;-3.00;
;51612691;1;;995;;996;;21;-1194935133;5151385;-713.00;5153600;-600.00;-6;5188796;-656.00;6082803;-3.00;
;51612692;1;;995;;996;;21;-1194935133;5150652;-733.00;5152800;-800.00;-7;5188121;-675.00;6082799;-4.00;
;51612693;1;;995;;996;;21;-1194935133;5149899;-753.00;5152200;-600.00;-7;5187424;-697.00;6082796;-3.00;
;51612694;1;;995;;996;;21;-1194935133;5149126;-773.00;5151400;-800.00;-7;5186708;-716.00;6082792;-4.00;
;51612695;1;;995;;996;;21;-1194935133;5148331;-795.00;5150800;-600.00;-7;5185966;-742.00;6082789;-3.00;
;51612696;1;;995;;996;;21;-1194935133;5147516;-815.00;5150000;-800.00;-7;5185209;-757.00;6082785;-4.00;
;51612697;1;;995;;996;;21;-1194935133;5146680;-836.00;5149200;-800.00;-7;5184438;-771.00;6082781;-4.00;
;51612698;1;;995;;996;;21;-1194935133;5145823;-857.00;5148400;-800.00;-7;5183642;-796.00;6082777;-4.00;
;51612699;1;;995;;996;;21;-1194935133;5144944;-879.00;5147600;-800.00;-8;5182820;-822.00;6082773;-4.00;
;51612700;1;;995;;996;;21;-1194935133;5144044;-900.00;5146800;-800.00;-7;5181967;-853.00;6082769;-4.00;
;51612701;1;;995;;996;;21;-1194935133;5143123;-921.00;5146000;-800.00;-7;5181094;-873.00;6082765;-4.00;
;51612702;1;;995;;996;;21;-1194935133;5142181;-942.00;5145000;-1000.00;-6;5180206;-888.00;6082760;-5.00;
;51612703;1;;995;;996;;21;-1194935133;5141216;-965.00;5144200;-800.00;-7;5179301;-905.00;6082756;-4.00;
;51612704;1;;995;;996;;21;-1194935133;5140230;-986.00;5143200;-1000.00;-7;5178375;-926.00;6082751;-5.00;
;51612705;1;;995;;996;;21;-1194935133;5139223;-1007.00;5142200;-1000.00;-7;5177426;-949.00;6082746;-5.00;
;51612706;1;;995;;996;;21;-1194935133;5138194;-1029.00;5141400;-800.00;-7;5176454;-972.00;6082742;-4.00;
;51612707;1;;995;;996;;21;-1194935133;5137144;-1050.00;5140400;-1000.00;-7;5175464;-990.00;6082737;-5.00;
