+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Wed Mar 22 17:56:15 2017

Trigger time : 64775275

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;64775462;1;;991;;999;;21;-433689076;4670096;-2112.00;4677000;-2200.00;-4;4731855;-2136.00;2214420;-11.00;
;64775463;1;;992;;1000;;21;-433689076;4667984;-2112.00;4674800;-2200.00;-5;4729716;-2139.00;2214409;-11.00;
;64775464;1;;996;;1000;;21;-433689076;4665872;-2112.00;4672600;-2200.00;-4;4727569;-2147.00;2214398;-11.00;
;64775465;1;;996;;1000;;21;-433689076;4663760;-2112.00;4670600;-2000.00;-5;4725418;-2151.00;2214388;-10.00;
;64775466;1;;995;;1000;;21;-433689076;4661648;-2112.00;4668400;-2200.00;-4;4723263;-2155.00;2214377;-11.00;
;64775467;1;;995;;1000;;21;-433689076;4659536;-2112.00;4666200;-2200.00;-3;4721115;-2148.00;2214366;-11.00;
;64775468;1;;994;;999;;21;-433689076;4657424;-2112.00;4664200;-2000.00;-3;4718982;-2133.00;2214356;-10.00;
;64775469;1;;993;;999;;21;-433689076;4655312;-2112.00;4662000;-2200.00;-4;4716855;-2127.00;2214345;-11.00;
;64775470;1;;990;;1000;;21;-433689076;4653200;-2112.00;4660000;-2000.00;-4;4714726;-2129.00;2214335;-10.00;
;64775471;1;;990;;999;;21;-433689076;4651088;-2112.00;4657800;-2200.00;-4;4712600;-2126.00;2214324;-11.00;
;64775472;1;;989;;999;;21;-433689076;4648976;-2112.00;4655800;-2000.00;-5;4710474;-2126.00;2214314;-10.00;
;64775473;1;;989;;999;;21;-433689076;4646864;-2112.00;4653600;-2200.00;-4;4708346;-2128.00;2214303;-11.00;
;64775474;1;;989;;999;;21;-433689076;4644752;-2112.00;4651400;-2200.00;-5;4706216;-2130.00;2214292;-11.00;
;64775475;1;;989;;999;;21;-433689076;4642640;-2112.00;4649400;-2000.00;-4;4704082;-2134.00;2214282;-10.00;
;64775476;1;;989;;999;;21;-433689076;4640528;-2112.00;4647200;-2200.00;-5;4701947;-2135.00;2214271;-11.00;
;64775477;1;;990;;999;;21;-433689076;4638416;-2112.00;4645000;-2200.00;-4;4699805;-2142.00;2214260;-11.00;
;64775478;1;;989;;999;;21;-433689076;4636304;-2112.00;4643000;-2000.00;-4;4697668;-2137.00;2214250;-10.00;
;64775479;1;;989;;999;;21;-433689076;4634192;-2112.00;4640800;-2200.00;-4;4695532;-2136.00;2214239;-11.00;
